direction,type,hex,Full
0,0000000000000001,0001080006040001005056a83e9ec0a8dc3c000000000000c0a8dc2a000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000010000000001010000010101101010100000111110100111101100000010101000110111000011110000000000000000000000000000000000000000000000000011000000101010001101110000101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000010,0001080006040002005056a8a632c0a8dc2a005056a83e9ec0a8dc3c000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000100000000001010000010101101010100010100110001100101100000010101000110111000010101000000000010100000101011010101000001111101001111011000000101010001101110000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000001,0001080006040001005056a86a44c0a8dc07005056a83e9ec0a8dc3c000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000010000000001010000010101101010100001101010010001001100000010101000110111000000011100000000010100000101011010101000001111101001111011000000101010001101110000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000010,0001080006040002005056a83e9ec0a8dc3c005056a86a44c0a8dc07000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000100000000001010000010101101010100000111110100111101100000010101000110111000011110000000000010100000101011010101000011010100100010011000000101010001101110000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000001,0001080006040001005056a815f8c0a8dc14005056a8a96ac0a8dc32000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000010000000001010000010101101010100000010101111110001100000010101000110111000001010000000000010100000101011010101000101010010110101011000000101010001101110000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000010,0001080006040002005056a8a96ac0a8dc32005056a815f8c0a8dc14000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000100000000001010000010101101010100010101001011010101100000010101000110111000011001000000000010100000101011010101000000101011111100011000000101010001101110000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000001,0001080006040001005056a8a96ac0a8dc32000000000000c0a8dc14000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000010000000001010000010101101010100010101001011010101100000010101000110111000011001000000000000000000000000000000000000000000000000011000000101010001101110000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000010,0001080006040002005056a815f8c0a8dc14005056a8a96ac0a8dc32000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000100000000001010000010101101010100000010101111110001100000010101000110111000001010000000000010100000101011010101000101010010110101011000000101010001101110000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000001,0001080006040001005056a8e728c0a8dc14005056a8ed9ac0a8dc3c000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000010000000001010000010101101010100011100111001010001100000010101000110111000001010000000000010100000101011010101000111011011001101011000000101010001101110000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0,0000000000000010,0001080006040002005056a8ed9ac0a8dc3c005056a8e728c0a8dc14000000000000000000000000000000000000,00000000000000010000100000000000000001100000010000000000000000100000000001010000010101101010100011101101100110101100000010101000110111000011110000000000010100000101011010101000111001110010100011000000101010001101110000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
